appId,name,agentType,agentSource,description,logoUrl,status,onlineTime,permission,agentMedalList,auditSign,deployChannels,figureTaskStatus,firstDeployWxMiniProgram,forceOfflineMessage,industryTemplateId,latestIndustryAgentBindType,memberInfo,message,modeType,offlinePluginNum,onlineIndustryAgentBindType,previewUrl,privatePluginNum,shareTag,speechStatus,tags,wxAuthList,xmiDeployInfo
phrU6R1scoSLA8rajtDyTngDgl7Ftd5H,游戏大玩家,1,1,聚合各类热门与经典游戏资源，涵盖多种类型与玩法，帮助玩家快速查找、了解并选择适合自己的游戏。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-24/1115b9fd-d090-4d82-a46e-4ba74a4011ef.png?x-bce-process=image/format,f_webp",6,1769241186244,3,,1,[],,False,,0,0,,,0,0,0,,0,0,,[],,
dDixaMxY52oBEpcZwuU08JNIpzQgsVGK,手游软件小助手,1,1,游戏资源分享助手，提供游戏资源和攻略。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-24/3fc98d52-b89c-45d0-8144-ff610b2c4d68.JPEG?x-bce-process=image/format,f_webp",6,1769241093886,3,,1,[],,False,,0,0,,,0,0,0,,0,0,,[],,
86x9rxjCq3YbplbBVnSp8yQU3PS5ASA7,流云游戏秘籍,1,1,专为游戏爱好者打造的内容平台，汇集丰富的玩法资源、技巧、攻略信息和游戏心得，助你轻松探索游戏世界。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/bfe324e2-69f5-41f6-a6cc-84bf64b04a15.JPEG?x-bce-process=image/format,f_webp",6,1768355760947,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
I3sOiCeUoy2nrN49RNk6MP450XJXidYf,星河游戏指南,1,1,专为游戏爱好者打造，汇集丰富游戏资源、玩法解析和攻略，让你轻松了解热门与新鲜游戏内容。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/fcd017d8-396b-46f7-9a18-2779a375a9c2.png?x-bce-process=image/format,f_webp",6,1768272296181,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
KiK7HgQpRTCF3VJ2Ugt3o8CgoWr9Zbhy,奇趣游戏手册,1,1,这是一个专为游戏爱好者打造的内容平台，汇集丰富的游戏信息、资源、趣味玩法和实用攻略。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/c597982a-e57f-4f76-81b3-c6ecc83c388f.png?x-bce-process=image/format,f_webp",6,1768272228005,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
uCpOYsPZGtiFMfgOj6XEdOlFw3E7qd7X,全品类游戏馆,1,1,一个整合多品类游戏的专业平台，带你全面了解不同游戏内容。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/ba388542-a80f-4199-9300-31fce2687aa9.png?x-bce-process=image/format,f_webp",6,1768271711875,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
7gg5PXkiFKGWlhcu6qHuaM1qBqVgzHhS,小师妹游戏馆,1,1,小师妹常玩的无限量供应的游戏资源馆，想要多少就有多少,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/a44ec2e7-c0f8-481b-bfdf-9df2b43e9578.png?x-bce-process=image/format,f_webp",6,1768271531551,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
XzEq6iqNbxzNcp1QkGZELVXa5SqLxlwH,游戏风暴眼,1,1,游戏热度的风暴眼，汇聚当前最受关注的热门游戏资源内容。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/c8e76d41-0fd2-4b6a-82b8-7530238ce68c.png?x-bce-process=image/format,f_webp",6,1768270793199,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
ZKN0XkPrStGRanUAYJL5m3j3d0ooUYlM,游戏发烧友,1,1,面向核心玩家的游戏内容平台，提供系统化、深入的游戏信息。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/84f20474-a1e9-4281-a5d0-e672299885b5.png?x-bce-process=image/format,f_webp",6,1768270245189,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
LPIdEXRpn3RtHa0MRBVHr59rDEijZ8A2,游戏发烧友,1,1,游戏发烧友的聚集地，汇集更具深度与品质的游戏内容。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/4ddae84d-d9e9-4b3d-87d0-a42ed27c526e.png?x-bce-process=image/format,f_webp",6,1768269818949,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
mlF8HhTUF3ht3BB0lQGHrgnpp5VmaTai,游戏俱乐部,1,1,游戏玩家的交流空间，汇聚丰富的游戏内容与经验分享，帮助玩家发现所需内容。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/568e053d-4f67-47b5-82de-3eadc2370121.png?x-bce-process=image/format,f_webp",6,1768269343665,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
shcRcneuGjOT69gAIGOwT9i0XkraI8Uc,游戏侦察兵,1,1,游戏圈的侦察兵，为你提前侦察好玩的游戏,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/e1ba7a35-6858-40a1-bcde-adc4dcf5cd23.png?x-bce-process=image/format,f_webp",6,1768269105282,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
nPwEd93s7ZLvzfY3nGRLCGd3ihGljdHl,游戏大满贯,1,1,覆盖多类型游戏的综合平台，集中呈现不同品类的游戏内容与资料。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/08515909-96fd-428b-a837-8b9571fad853.png?x-bce-process=image/format,f_webp",6,1768268668796,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
Uqurc8oQzhu4hYUzM8JPYK6frZAtSyjc,无限游戏空间,1,1,一个不断延展的游戏空间，开启你的自由探索之旅。,"https://lingjing-online.cdn.bcebos.com/v1/lingjing-online/agent_logo/2026-01-13/e5e0475a-a212-4139-ac9f-b0f721d03115.png?x-bce-process=image/format,f_webp",6,1768268443745,3,,1,[],,False,,0,0,,,0,0,100,,0,0,,[],,
